Filename,Size,Unit
/11 - Firefly - The Complete Score; Greg Edmonson - Serenity - Serenity Escaping Alliance.mp3,923.98,K
/110 - Firefly - The Complete Score; Greg Edmonson - Out Of Gas - Mal Tells The Crew.mp3,4.46,M
/111 - Firefly - The Complete Score; Greg Edmonson - Out Of Gas - The Crew Leaves Mal.mp3,3.36,M
/112 - Firefly - The Complete Score; Greg Edmonson - Out Of Gas - The Salvagers.mp3,2.22,M
/113 - Firefly - The Complete Score; Greg Edmonson - Out Of Gas - Mal Picks Himself Up.mp3,1.51,M
/114 - Firefly - The Complete Score; Greg Edmonson - Out Of Gas - The Ending.mp3,1.83,M
/115 - Firefly - The Complete Score; Greg Edmonson - Ariel - The Opening Scene.mp3,2.84,M
/116 - Firefly - The Complete Score; Greg Edmonson - Ariel - Simon Has A Plan.mp3,1.35,M
/117 - Firefly - The Complete Score; Greg Edmonson - Ariel - Building The Ambulance.mp3,966.16,K
/118 - Firefly - The Complete Score; Greg Edmonson - Ariel - The Plan Is Read.mp3,688.66,K
/119 - Firefly - The Complete Score; Greg Edmonson - Ariel - Wash Lands The Ambulance.mp3,1.93,M
/12 - Firefly - The Complete Score; Greg Edmonson - Serenity - We Win.mp3,693.35,K
/120 - Firefly - The Complete Score; Greg Edmonson - Ariel - The Heist.mp3,1.43,M
/121 - Firefly - The Complete Score; Greg Edmonson - Ariel - Mal And Zoe Make It Out.mp3,620.23,K
/122 - Firefly - The Complete Score; Greg Edmonson - Ariel - Mal And Zoe Go To Rescue.mp3,589.29,K
/123 - Firefly - The Complete Score; Greg Edmonson - Ariel - Simon And Jayne Fight The Alliance.mp3,1.76,M
/124 - Firefly - The Complete Score; Greg Edmonson - Ariel - It's Time To Wake Up.mp3,833.98,K
/125 - Firefly - The Complete Score; Greg Edmonson - Ariel - Various Intermissions - 1.mp3,659.6,K
/126 - Firefly - The Complete Score; Greg Edmonson - War Stories - From Serenity To The Skyplex.mp3,443.04,K
/127 - Firefly - The Complete Score; Greg Edmonson - War Stories - Kaylee Retrieves Her Apple.mp3,600.54,K
/128 - Firefly - The Complete Score; Greg Edmonson - War Stories - Serenity Lands.mp3,273.35,K
/129 - Firefly - The Complete Score; Greg Edmonson - War Stories - The Counsellor.mp3,802.1,K
/13 - Firefly - The Complete Score; Greg Edmonson - Serenity - Inara With A Customer.mp3,1.78,M
/130 - Firefly - The Complete Score; Greg Edmonson - War Stories - Inara And The Counsellor.mp3,3.7,M
/131 - Firefly - The Complete Score; Greg Edmonson - War Stories - I'll Be In My Bunk.mp3,1.41,M
/132 - Firefly - The Complete Score; Greg Edmonson - War Stories - Mal And Wash Get Ambushed.mp3,689.6,K
/133 - Firefly - The Complete Score; Greg Edmonson - War Stories - Jayne Watches Inara And The Counsellor.mp3,1.29,M
/134 - Firefly - The Complete Score; Greg Edmonson - War Stories - This Is Precision Work....mp3,2.32,M
/135 - Firefly - The Complete Score; Greg Edmonson - War Stories - Niska.mp3,608.04,K
/136 - Firefly - The Complete Score; Greg Edmonson - War Stories - Zoe To The Rescue.mp3,637.1,K
/137 - Firefly - The Complete Score; Greg Edmonson - War Stories - The Crew Decides To Save Mal.mp3,1.28,M
/138 - Firefly - The Complete Score; Greg Edmonson - War Stories - Rescue Part 1.mp3,2.12,M
/139 - Firefly - The Complete Score; Greg Edmonson - War Stories - The Crew Ambushes The Skyplex.mp3,2.72,M
/14 - Firefly - The Complete Score; Greg Edmonson - Serenity - Persephone Theme.mp3,1.55,M
/140 - Firefly - The Complete Score; Greg Edmonson - War Stories - Rescue Part 2.mp3,2.55,M
/141 - Firefly - The Complete Score; Greg Edmonson - War Stories - A Successful Attack.mp3,2.38,M
/142 - Firefly - The Complete Score; Greg Edmonson - War Stories - Mal Is Home.mp3,481.48,K
/143 - Firefly - The Complete Score; Greg Edmonson - War Stories - Mmm... Wife Soup!.mp3,881.79,K
/144 - Firefly - The Complete Score; Greg Edmonson - War Stories - Free Soup!.mp3,440.23,K
/145 - Firefly - The Complete Score; Greg Edmonson - Trash - Mal Finds Saffron.mp3,1.33,M
/146 - Firefly - The Complete Score; Greg Edmonson - Trash - Mal Releases Saffron.mp3,418.67,K
/147 - Firefly - The Complete Score; Greg Edmonson - Trash - Belerophon Estates.mp3,2.35,M
/148 - Firefly - The Complete Score; Greg Edmonson - Trash - Kaylee Inputs New Coordinates.mp3,1.98,M
/149 - Firefly - The Complete Score; Greg Edmonson - Trash - A Very Clothless Mal.mp3,3.8,M
/15 - Firefly - The Complete Score; Greg Edmonson - Serenity - Ship Being Introduced.mp3,3.38,M
/150 - Firefly - The Complete Score; Greg Edmonson - Trash - Various Intermissions - 1.mp3,702.73,K
/151 - Firefly - The Complete Score; Greg Edmonson - Trash - Various Intermissions - 2.mp3,218.98,K
/152 - Firefly - The Complete Score; Greg Edmonson - Trash - Various Intermissions - 3.mp3,374.6,K
/153 - Firefly - The Complete Score; Greg Edmonson - Trash - Various Intermissions - 4.mp3,443.98,K
/154 - Firefly - The Complete Score; Greg Edmonson - Messenger - A Dead Comrade.mp3,480.54,K
/155 - Firefly - The Complete Score; Greg Edmonson - Messenger - The Battle Of Du-Khang.mp3,1.39,M
/156 - Firefly - The Complete Score; Greg Edmonson - Messenger - Serenity Gets Fired Upon.mp3,1.1,M
/157 - Firefly - The Complete Score; Greg Edmonson - Messenger - Serenity Makes A Canyon Run.mp3,448.1,K
/158 - Firefly - The Complete Score; Greg Edmonson - Messenger - The Talk In Kaylee's Bunk.mp3,2.14,M
/159 - Firefly - The Complete Score; Greg Edmonson - Messenger - The Firefly Goodbye.mp3,1.47,M
/16 - Firefly - The Complete Score; Greg Edmonson - Serenity - Kayle Eating Strawberry.mp3,1.47,M
/160 - Firefly - The Complete Score; Greg Edmonson - Messenger - Various Intermissions - 1.mp3,532.1,K
/161 - Firefly - The Complete Score; Greg Edmonson - Messenger - Various Intermissions - 2.mp3,1.57,M
/162 - Firefly - The Complete Score; Greg Edmonson - Messenger - Various Intermissions - 3.mp3,405.54,K
/163 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - The Opening Scene.mp3,2.07,M
/164 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Bwa!.mp3,395.23,K
/165 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - That's The Whore House.mp3,913.66,K
/166 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - It's Starting!.mp3,1.39,M
/167 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - A Little Tenderness For Mal.mp3,1.5,M
/168 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Mal Rallies The Troops.mp3,1.21,M
/169 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - We Got Some Imminent Violence!.mp3,1.81,M
/17 - Firefly - The Complete Score; Greg Edmonson - Serenity - Inara Washing.mp3,1.21,M
/170 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Crying Inara.mp3,940.85,K
/171 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Mal Gives Chase.mp3,2.18,M
/172 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - I'm Leaving.mp3,766.48,K
/173 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Various Intermissions - 1.mp3,354.91,K
/174 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Various Intermissions - 2.mp3,481.48,K
/175 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Various Intermissions - 3.mp3,921.16,K
/176 - Firefly - The Complete Score; Greg Edmonson - Heart Of Gold - Various Intermissions - 4.mp3,628.66,K
/177 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - The Opening Scene.mp3,535.85,K
/178 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - The Bounty Hunte.mp3,2.58,M
/179 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - Mal Fights Early.mp3,676.48,K
/18 - Firefly - The Complete Score; Greg Edmonson - Serenity - Reaver Theme.mp3,745.85,K
/180 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - River Becomes Serenity.mp3,2.16,M
/181 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - River Starts Her Plan - 1.mp3,139.67,K
/182 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - River Starts Her Plan - 2.mp3,282.73,K
/183 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - Inside Early's Mind.mp3,1.86,M
/184 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - You're On My Gorram Ship!.mp3,295.85,K
"/185 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - I'll Be Your Bounty, Juble Early.mp3",372.64,K
/186 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - Simon Fights Early.mp3,1.6,M
/187 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - You Think So Some Of Us Feel Different.mp3,2.11,M
/188 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - The Crew Becomes One.mp3,3.32,M
/189 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - The End.mp3,848.04,K
/19 - Firefly - The Complete Score; Greg Edmonson - Serenity - Supposedly Dead Kaylee.mp3,1.06,M
/190 - Firefly - The Complete Score; Greg Edmonson - Objects In Space - Various Intermissions - 1.mp3,1.18,M
/191 - Firefly - The Complete Score; Greg Edmonson - Dvd - Startup.mp3,706.48,K
/192 - Firefly - The Complete Score; Greg Edmonson - Dvd - Title.mp3,1.11,M
/193 - Firefly - The Complete Score; Greg Edmonson - Dvd - Selection.mp3,137.41,K
/194 - Firefly - The Complete Score; Greg Edmonson - Extras - Adam Baldwin Sings 'Hero Of Canton'.mp3,4.64,M
/195 - Firefly - The Complete Score; Greg Edmonson - Extras - Joss Whedon Sings 'Ballad Of Serenity'.mp3,2.21,M
/20 - Firefly - The Complete Score; Greg Edmonson - Serenity - Arrival On Whitefall.mp3,1.35,M
/21 - Firefly - The Complete Score; Greg Edmonson - Serenity - Escaping Reavers On Whitefall.mp3,356.79,K
/22 - Firefly - The Complete Score; Greg Edmonson - Serenity - Ending Of Serenity Pt.2.mp3,795.54,K
/23 - Firefly - The Complete Score; Greg Edmonson - Serenity - Various Intermissions - 1.mp3,478.66,K
/24 - Firefly - The Complete Score; Greg Edmonson - Serenity - Various Intermissions - 2.mp3,942.73,K
/25 - Firefly - The Complete Score; Greg Edmonson - Serenity - Various Intermissions - 3.mp3,237.73,K
/26 - Firefly - The Complete Score; Greg Edmonson - Serenity - Original - Mal Opening The Vault.mp3,852.73,K
/27 - Firefly - The Complete Score; Greg Edmonson - Serenity - Original - Lowlife Vultures Picking The Flesh.mp3,3.84,M
/28 - Firefly - The Complete Score; Greg Edmonson - Serenity - Original - Serenity Escaping Alliance.mp3,1.04,M
/29 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Introduction.mp3,1.7,M
/30 - Firefly - The Complete Score; Greg Edmonson - The Train Job - The Bar Brawl!.mp3,1.75,M
"/31 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Wash, Take Us Outta This World.mp3",405.54,K
/32 - Firefly - The Complete Score; Greg Edmonson - The Train Job - After The Maintheme.mp3,296.79,K
/33 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Niska's Theme.mp3,630.54,K
/34 - Firefly - The Complete Score; Greg Edmonson - The Train Job - The Train!.mp3,646.48,K
/35 - Firefly - The Complete Score; Greg Edmonson - The Train Job - The Heist.mp3,2.45,M
/36 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Caught On The Job!.mp3,848.04,K
/37 - Firefly - The Complete Score; Greg Edmonson - The Train Job - The Alliance.mp3,651.17,K
/38 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Inara To The Rescue.mp3,445.85,K
/39 - Firefly - The Complete Score; Greg Edmonson - The Train Job - End Of A Hard Days Work.mp3,416.79,K
/40 - Firefly - The Complete Score; Greg Edmonson - The Train Job - Various Flybys.mp3,316.48,K
/41 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - The Crew Plays A Game.mp3,1.55,M
/42 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - A Trap Is Sprung.mp3,657.73,K
/43 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - I Know What Did This....mp3,602.41,K
/44 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Working To Remove The Trap.mp3,2.76,M
/45 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Reaver Threat.mp3,1.54,M
/46 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Stack Everything In Plain View.mp3,1.64,M
/47 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Alliance Boards Serenity.mp3,466.48,K
/48 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - River And Simon In Space.mp3,2.51,M
/49 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - A Happy Ending.mp3,1.24,M
/50 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Various Intermissions - 1.mp3,145.85,K
/51 - Firefly - The Complete Score; Greg Edmonson - Bushwacked - Various Intermissions - 2.mp3,199.29,K
/52 - Firefly - The Complete Score; Greg Edmonson - Shindig - Opening Bar Fight.mp3,1.26,M
/53 - Firefly - The Complete Score; Greg Edmonson - Shindig - Persephone Orbit.mp3,932.42,K
/54 - Firefly - The Complete Score; Greg Edmonson - Shindig - A Happy Persephone Landing.mp3,1.08,M
/55 - Firefly - The Complete Score; Greg Edmonson - Shindig - Badger Returns.mp3,896.79,K
/56 - Firefly - The Complete Score; Greg Edmonson - Shindig - The Ballroom Theme.mp3,3.6,M
/57 - Firefly - The Complete Score; Greg Edmonson - Shindig - Honesty From Mal.mp3,1.74,M
/58 - Firefly - The Complete Score; Greg Edmonson - Shindig - The Crew Plots.mp3,1.7,M
/59 - Firefly - The Complete Score; Greg Edmonson - Shindig - An English River.mp3,4.19,M
/60 - Firefly - The Complete Score; Greg Edmonson - Shindig - The Duel.mp3,1.17,M
/61 - Firefly - The Complete Score; Greg Edmonson - Shindig - Mal Wins Again.mp3,1.49,M
/62 - Firefly - The Complete Score; Greg Edmonson - Shindig - I Got A Deal. Now Get Off My Ship.mp3,1.47,M
/63 - Firefly - The Complete Score; Greg Edmonson - Shindig - The Cows.mp3,2.27,M
/64 - Firefly - The Complete Score; Greg Edmonson - Safe - The Cruiser Magellan.mp3,1.05,M
/65 - Firefly - The Complete Score; Greg Edmonson - Safe - The Belly Of The Beast.mp3,3.94,M
"/66 - Firefly - The Complete Score; Greg Edmonson - Safe - Big Damn Heroes, Sir.mp3",2.88,M
/67 - Firefly - The Complete Score; Greg Edmonson - Safe - Unloading The Herd.mp3,1.33,M
/68 - Firefly - The Complete Score; Greg Edmonson - Safe - The Dance.mp3,1.83,M
/69 - Firefly - The Complete Score; Greg Edmonson - Safe - The Gun Dance.mp3,4.07,M
/70 - Firefly - The Complete Score; Greg Edmonson - Safe - Burn The Witch.mp3,4.14,M
/71 - Firefly - The Complete Score; Greg Edmonson - Safe - You're On My Crew.mp3,2.28,M
/72 - Firefly - The Complete Score; Greg Edmonson - Safe - Various Intermissions - 1.mp3,313.67,K
/73 - Firefly - The Complete Score; Greg Edmonson - Safe - Various Intermissions - 2.mp3,357.73,K
/74 - Firefly - The Complete Score; Greg Edmonson - Safe - Various Intermissions - 3.mp3,304.29,K
/75 - Firefly - The Complete Score; Greg Edmonson - Safe - Various Intermissions - 4.mp3,426.17,K
/76 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - The Beginning.mp3,1.51,M
/77 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - A Hoe-Down.mp3,2.21,M
/78 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Unknowing Mal Gets Married.mp3,1.24,M
/79 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Mal Has A Bride.mp3,228.35,K
/80 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Hellooo Woman Person...mp3,602.42,K
/81 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - My Name Is Saffron.mp3,457.1,K
/82 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Our First Look At The Carrion House.mp3,1.48,M
/83 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Jayne And Vera.mp3,386.79,K
/84 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Jayne Wants To Trade.mp3,1.46,M
/85 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - A Naked Saffron.mp3,611.79,K
/86 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Night Sweetie....mp3,2.63,M
/87 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - The Myth Of The Earth That Was.mp3,2.38,M
/88 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Saffron Sabotages Serenity.mp3,2.44,M
/89 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Saffron Escapes Serenity.mp3,1.5,M
/90 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - End Of The Line....mp3,2.97,M
/91 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Mal Has A Plan.mp3,5.19,M
/92 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Serenity Escapes The Net.mp3,1021.48,K
/93 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - I Knew You Let Her Kiss You.mp3,1.48,M
/94 - Firefly - The Complete Score; Greg Edmonson - Our Mrs. Reynolds - Various Intermissions - 1.mp3,143.98,K
/95 - Firefly - The Complete Score; Greg Edmonson - Jaynestown - The Beginning.mp3,841.48,K
/96 - Firefly - The Complete Score; Greg Edmonson - Jaynestown - Jayne's Statue.mp3,711.16,K
/97 - Firefly - The Complete Score; Greg Edmonson - Jaynestown - The Hero Of Canto.mp3,2.14,M
/98 - Firefly - The Complete Score; Greg Edmonson - Jaynestown - Inara Throws A Tea Party.mp3,713.98,K
/99 - Firefly - The Complete Score; Greg Edmonson - Jaynestown - Simon Has A Civilized Breakfast.mp3,711.16,K
/Firefly.TheCompleteScore.Powers.txt,303,B
